Time,Velocity,GForce,Acceleration,Thrust,TWR,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
1731,1932,0,0,300,0.39,143108.08,-969.16,1342.02,-0.67,157.28,154461,130453,0.57,2151,0,0,44,44,0,
1733,1932,0,0,300,0.39,143154.22,-971.78,1338.94,-0.67,157.58,154461,130453,0.57,2151,0,0,44,44,0,
1735,1931,0,0,300,0.39,143200.18,-907.77,1335.87,-0.67,157.87,154461,130453,0.57,2151,0,0,44,44,0,
1737,1931,0,0,300,0.39,143245.95,-930.77,1332.79,-0.67,158.17,154461,130453,0.57,2151,0,0,44,44,0,
1739,1931,0,0,300,0.39,143291.55,-896.05,1329.71,-0.67,158.46,154461,130453,0.57,2151,0,0,44,44,0,
1741,1931,0,0,300,0.39,143336.96,-948.69,1326.63,-0.66,158.75,154461,130453,0.57,2151,0,0,44,44,0,
1743,1931,0,0,300,0.39,143382.19,-1072.68,1323.55,-0.66,159.05,154461,130453,0.57,2150,0,0,44,44,0,
1745,1931,0,0,300,0.39,143427.23,-1082.78,1320.48,-0.66,159.34,154461,130453,0.57,2150,0,0,44,44,0,
1749,1931,0,0,300,0.39,143516.75,-1060.72,1314.32,-0.66,159.93,154461,130453,0.57,2150,0,0,44,44,0,
1751,1931,0,0,300,0.39,143561.23,-1041.04,1311.25,-0.66,160.22,154461,130453,0.57,2150,0,0,44,44,0,
1753,1930,0,0,300,0.39,143605.51,-1084.37,1308.17,-0.66,160.52,154461,130453,0.57,2150,0,0,44,44,0,
1755,1930,0,0,300,0.39,143649.6,-1029.5,1305.1,-0.66,160.81,154461,130453,0.57,2150,0,0,44,44,0,
1757,1930,0,0,300,0.39,143693.5,-1026.75,1302.02,-0.66,161.1,154461,130453,0.57,2150,0,0,44,44,0,
1759,1930,0,0,300,0.39,143737.2,-1053.52,1298.95,-0.66,161.4,154461,130453,0.57,2150,0,0,44,44,0,
1761,1930,0,0,300,0.39,143780.7,-1015,1295.87,-0.66,161.69,154461,130453,0.57,2150,0,0,44,44,0,
1763,1930,0,0,300,0.39,143824,-1059.07,1292.8,-0.66,161.99,154461,130453,0.57,2150,0,0,44,44,0,
1765,1930,0,0,300,0.39,143867.1,-1029.92,1289.72,-0.66,162.28,154461,130453,0.57,2149,0,0,44,44,0,
1767,1930,0,0,300,0.39,143910,-1010.31,1286.65,-0.66,162.57,154461,130453,0.57,2149,0,0,44,44,0,
1769,1930,0,0,300,0.39,143952.7,-965.84,1283.57,-0.66,162.87,154461,130453,0.57,2149,0,0,44,44,0,
1771,1930,0,0,300,0.39,143995.19,-943.59,1280.5,-0.66,163.16,154461,130453,0.57,2149,0,0,44,44,0,
1773,1929,0,0,300,0.39,144037.47,-952.07,1277.43,-0.66,163.45,154461,130453,0.57,2149,0,0,44,44,0,
1775,1929,0,0,300,0.39,144079.55,-971.5,1274.36,-0.66,163.75,154461,130453,0.57,2149,0,0,44,44,0,
1777,1929,0,0,300,0.39,144121.42,-1054.51,1271.28,-0.66,164.04,154461,130453,0.57,2149,0,0,44,44,0,
1779,1929,0,0,300,0.39,144163.07,-1015.88,1268.21,-0.66,164.33,154461,130453,0.57,2149,0,0,44,44,0,
1781,1929,0,0,300,0.39,144204.52,-1082.4,1265.14,-0.66,164.63,154461,130453,0.57,2149,0,0,44,44,0,
1783,1929,0,0,300,0.39,144245.75,-1202.01,1262.07,-0.66,164.92,154461,130453,0.57,2149,0,0,44,44,0,
1785,1929,0,0,300,0.39,144286.76,-1224.3,1258.99,-0.66,165.21,154461,130453,0.57,2149,0,0,44,44,0,
1787,1929,0,0,300,0.39,144327.56,-1265.25,1255.92,-0.66,165.51,154461,130453,0.57,2149,0,0,44,44,0,
1789,1929,0,0,300,0.39,144368.14,-1171.4,1252.85,-0.65,165.8,154461,130453,0.57,2148,0,0,44,44,0,
1791,1929,0,0,300,0.39,144408.51,-1138.4,1249.78,-0.65,166.09,154461,130453,0.57,2148,0,0,44,44,0,
1793,1929,0,0,300,0.39,144448.65,-1010.1,1246.71,-0.65,166.39,154461,130453,0.57,2148,0,0,44,44,0,
1795,1929,0,0,300,0.39,144488.57,-1005.28,1243.64,-0.65,166.68,154461,130453,0.57,2148,0,0,44,44,0,
1797,1928,0,0,300,0.39,144528.27,-1039.94,1240.57,-0.65,166.97,154461,130453,0.57,2148,0,0,44,44,0,
1799,1928,0,0,300,0.39,144567.74,-1043.24,1237.5,-0.65,167.27,154461,130453,0.57,2148,0,0,44,44,0,
1801,1928,0,0,300,0.39,144606.99,-1045.28,1234.43,-0.65,167.56,154461,130453,0.57,2148,0,0,44,44,0,
1803,1928,0,0,300,0.39,144646.01,-1050.76,1231.36,-0.65,167.85,154461,130453,0.57,2148,0,0,44,44,0,
1805,1928,0,0,300,0.39,144684.81,-1057.76,1228.29,-0.65,168.15,154461,130453,0.57,2148,0,0,44,44,0,
1807,1928,0,0,300,0.39,144723.37,-1105.54,1225.22,-0.65,168.44,154461,130453,0.57,2148,0,0,44,44,0,
1809,1928,0,0,300,0.39,144761.7,-1066.95,1222.15,-0.65,168.73,154461,130453,0.57,2148,0,0,44,44,0,
1811,1928,0,0,300,0.39,144799.8,-1000.44,1219.08,-0.65,169.03,154461,130453,0.57,2148,0,0,44,44,0,
1815,1928,0,0,300,0.39,144875.3,-993.62,1212.95,-0.64,169.61,154461,130453,0.57,2148,0,0,44,44,0,
1817,1928,0,0,300,0.39,144912.7,-1044.77,1209.88,-0.64,169.9,154461,130453,0.57,2148,0,0,44,44,0,
1819,1928,0,0,300,0.39,144949.86,-1092.44,1206.81,-0.64,170.2,154461,130453,0.57,2147,0,0,44,44,0,
1821,1928,0,0,300,0.39,144986.78,-1121.32,1203.74,-0.64,170.49,154461,130453,0.57,2147,0,0,44,44,0,
1823,1928,0,0,300,0.39,145023.46,-1203.69,1200.68,-0.64,170.78,154461,130453,0.57,2147,0,0,44,44,0,
1825,1927,0,0,300,0.39,145059.91,-1147.54,1197.61,-0.64,171.08,154461,130453,0.57,2147,0,0,44,44,0,
1827,1927,0,0,300,0.39,145096.1,-1106.41,1194.54,-0.64,171.37,154461,130453,0.57,2147,0,0,44,44,0,
1829,1927,0,0,300,0.39,145132.06,-1048.65,1191.47,-0.64,171.66,154461,130453,0.57,2147,0,0,44,44,0,
1831,1927,0,0,300,0.39,145167.77,-1092.55,1188.41,-0.64,171.95,154461,130453,0.57,2147,0,0,44,44,0,
1833,1927,0,0,300,0.39,145203.24,-1101.41,1185.34,-0.63,172.25,154461,130453,0.57,2147,0,0,44,44,0,
1835,1927,0,0,300,0.39,145238.46,-1158.31,1182.27,-0.63,172.54,154461,130453,0.57,2147,0,0,44,44,0,
1837,1927,0,0,300,0.39,145273.43,-1115.91,1179.21,-0.63,172.83,154461,130453,0.57,2147,0,0,44,44,0,
1839,1927,0,0,300,0.39,145308.15,-1061.57,1176.14,-0.63,173.13,154461,130453,0.57,2147,0,0,44,44,0,
1841,1927,0,0,300,0.39,145342.63,-1050.53,1173.07,-0.63,173.42,154461,130453,0.57,2147,0,0,44,44,0,
1843,1927,0,0,300,0.39,145376.85,-1043.14,1170.01,-0.63,173.71,154461,130453,0.57,2147,0,0,44,44,0,
1845,1927,0,0,300,0.39,145410.82,-1055.83,1166.94,-0.63,174,154461,130453,0.57,2147,0,0,44,44,0,
1847,1927,0,0,300,0.39,145444.53,-1118.28,1163.88,-0.63,174.3,154461,130453,0.57,2147,0,0,44,44,0,
1849,1927,0,0,300,0.39,145477.99,-1097.43,1160.81,-0.62,174.59,154461,130453,0.57,2147,0,0,44,44,0,
1851,1927,0,0,300,0.39,145511.2,-1030.75,1157.75,-0.62,174.88,154461,130453,0.57,2147,0,0,44,44,0,
1853,1927,0,0,300,0.39,145544.14,-1049.01,1154.68,-0.62,175.18,154461,130453,0.57,2147,0,0,44,44,0,
1855,1927,0,0,300,0.39,145576.83,-1045.09,1151.62,-0.62,175.47,154461,130453,0.57,2147,0,0,44,44,0,
1857,1927,0,0,300,0.39,145609.27,-1109.33,1148.55,-0.62,175.76,154461,130453,0.57,2147,0,0,44,44,0,
1859,1927,0,0,300,0.39,145641.44,-1092.3,1145.48,-0.62,176.05,154461,130453,0.57,2147,0,0,44,44,0,
1861,1927,0,0,300,0.39,145673.35,-1093.1,1142.42,-0.62,176.35,154461,130453,0.57,2147,0,0,44,44,0,
1863,1927,0,0,300,0.39,145704.99,-1013.91,1139.36,-0.61,176.64,154461,130453,0.57,2146,0,0,44,44,0,
1865,1927,0,0,300,0.39,145736.38,-791.49,1136.29,-0.61,176.93,154461,130453,0.57,2146,0,0,44,44,0,
1867,1926,0,0,300,0.39,145767.5,-194.94,1133.23,-0.61,177.22,154461,130453,0.57,2146,0,0,44,44,0,
1869,1926,0,0,300,0.39,145798.35,366.75,1130.16,-0.61,177.52,154461,130453,0.57,2146,0,0,44,44,0,
1871,1926,0,0,300,0.39,145828.94,881.82,1127.1,-0.61,177.81,154461,130453,0.57,2146,0,0,44,44,0,
1873,1926,0,0,300,0.39,145859.26,1233.91,1124.03,-0.61,178.1,154461,130453,0.57,2146,0,0,44,44,0,
1875,1926,0,0,300,0.39,145889.31,1793.73,1120.97,-0.61,178.4,154461,130453,0.57,2146,0,0,44,44,0,
1877,1926,0,0,300,0.39,145919.09,2201.02,1117.9,-0.6,178.69,154461,130453,0.57,2146,0,0,44,44,0,
1879,1926,0,0,300,0.39,145948.6,2550.79,1114.84,-0.6,178.98,154461,130453,0.57,2146,0,0,44,44,0,
1881,1926,0,0,300,0.39,145977.85,3248.97,1111.78,-0.6,179.27,154461,130453,0.57,2146,0,0,44,44,0,
1883,1926,0,0,300,0.39,146006.81,3324.49,1108.71,-0.6,179.57,154461,130453,0.57,2146,0,0,44,44,0,
1885,1926,0,0,300,0.39,146035.51,3312.89,1105.65,-0.6,179.86,154461,130453,0.57,2146,0,0,44,44,0,
1887,1926,0,0,300,0.39,146063.93,2697.1,1102.58,-0.6,-179.85,154461,130453,0.57,2146,0,0,44,44,0,
1889,1926,0,0,300,0.39,146092.08,2706.56,1099.52,-0.59,-179.56,154461,130453,0.57,2146,0,0,44,44,0,
1891,1926,0,0,300,0.39,146119.95,2497.02,1096.46,-0.59,-179.26,154461,130453,0.57,2146,0,0,44,44,0,
1893,1926,0,0,300,0.39,146147.54,2995.37,1093.39,-0.59,-178.97,154461,130453,0.57,2146,0,0,44,44,0,
1895,1926,0,0,300,0.39,146174.85,2440.13,1090.33,-0.59,-178.68,154461,130453,0.57,2146,0,0,44,44,0,
1897,1926,0,0,300,0.39,146201.89,2102.45,1087.27,-0.59,-178.39,154461,130453,0.57,2146,0,0,44,44,0,
1899,1926,0,0,300,0.39,146228.65,1847.78,1084.2,-0.59,-178.09,154461,130453,0.57,2146,0,0,44,44,0,
1901,1926,0,0,300,0.39,146255.12,1544.82,1081.14,-0.58,-177.8,154461,130453,0.57,2146,0,0,44,44,0,
1903,1926,0,0,300,0.39,146281.32,1628.69,1078.08,-0.58,-177.51,154461,130453,0.57,2146,0,0,44,44,0,
1905,1926,0,0,300,0.39,146307.23,2021.31,1075.01,-0.58,-177.22,154461,130453,0.57,2146,0,0,44,44,0,
1907,1926,0,0,300,0.39,146332.86,2288.67,1071.95,-0.58,-176.92,154461,130453,0.57,2146,0,0,44,44,0,
1909,1926,0,0,300,0.39,146358.2,2497.04,1068.89,-0.58,-176.63,154461,130453,0.57,2146,0,0,44,44,0,
1911,1926,0,0,300,0.39,146383.26,1534.79,1065.82,-0.57,-176.34,154461,130453,0.57,2146,0,0,44,44,0,
1913,1926,0,0,300,0.39,146408.04,1160.26,1062.76,-0.57,-176.05,154461,130453,0.57,2146,0,0,44,44,0,
1915,1926,0,0,300,0.39,146432.53,977.47,1059.7,-0.57,-175.75,154461,130453,0.57,2146,0,0,44,44,0,
1917,1926,0,0,300,0.39,146456.73,742.78,1056.63,-0.57,-175.46,154461,130453,0.57,2146,0,0,44,44,0,
1919,1926,0,0,300,0.39,146480.64,686.25,1053.57,-0.57,-175.17,154461,130453,0.57,2146,0,0,44,44,0,
1921,1926,0,0,300,0.39,146504.27,663.7,1050.51,-0.56,-174.88,154461,130453,0.57,2146,0,0,44,44,0,
1923,1926,0,0,300,0.39,146527.6,755.25,1047.44,-0.56,-174.58,154461,130453,0.57,2146,0,0,44,44,0,
1925,1926,0,0,300,0.39,146550.64,1358.71,1044.38,-0.56,-174.29,154461,130453,0.57,2146,0,0,44,44,0,
1927,1926,0,0,300,0.39,146573.4,1233.96,1041.32,-0.56,-174,154461,130453,0.57,2146,0,0,44,44,0,
1929,1926,0,0,300,0.39,146595.86,1475.02,1038.25,-0.56,-173.71,154461,130453,0.57,2146,0,0,44,44,0,
1931,1926,0,0,300,0.39,146618.03,1109.62,1035.19,-0.55,-173.41,154461,130453,0.57,2146,0,0,44,44,0,
1933,1926,0,0,300,0.39,146639.9,1128.09,1032.13,-0.55,-173.12,154461,130453,0.57,2146,0,0,44,44,0,
1935,1926,0,0,300,0.39,146661.48,967.77,1029.06,-0.55,-172.83,154461,130453,0.57,2146,0,0,44,44,0,
1937,1926,0,0,300,0.39,146682.77,1178.89,1026,-0.55,-172.53,154461,130453,0.57,2146,0,0,44,44,0,
1939,1926,0,0,300,0.39,146703.76,977.19,1022.94,-0.55,-172.24,154461,130453,0.57,2146,0,0,44,44,0,
1941,1926,0,0,300,0.39,146724.46,1158.13,1019.87,-0.54,-171.95,154461,130453,0.57,2146,0,0,44,44,0,
1943,1926,0,0,300,0.39,146744.85,1483.36,1016.81,-0.54,-171.66,154461,130453,0.57,2146,0,0,44,44,0,
1945,1926,0,0,300,0.39,146764.95,1183.09,1013.75,-0.54,-171.36,154461,130453,0.57,2146,0,0,44,44,0,
1947,1926,0,0,300,0.39,146784.76,919.67,1010.68,-0.54,-171.07,154461,130453,0.57,2146,0,0,44,44,0,
1949,1926,0,0,300,0.39,146804.26,813.12,1007.62,-0.53,-170.78,154461,130453,0.57,2146,0,0,44,44,0,
1951,1926,0,0,300,0.39,146823.46,772.19,1004.56,-0.53,-170.49,154461,130453,0.57,2146,0,0,44,44,0,
1953,1926,0,0,300,0.39,146842.37,726.03,1001.49,-0.53,-170.19,154461,130453,0.57,2146,0,0,44,44,0,
1955,1926,0,0,300,0.39,146860.97,672.71,998.43,-0.53,-169.9,154461,130453,0.57,2146,0,0,44,44,0,
1957,1926,0,0,300,0.39,146879.27,570.8,995.36,-0.53,-169.61,154461,130453,0.57,2146,0,0,44,44,0,
1959,1926,0,0,300,0.39,146897.27,618.19,992.3,-0.52,-169.32,154461,130453,0.57,2146,0,0,44,44,0,
1961,1926,0,0,300,0.39,146914.97,654.53,989.24,-0.52,-169.02,154461,130453,0.57,2146,0,0,44,44,0,
1963,1926,0,0,300,0.39,146932.37,690.75,986.17,-0.52,-168.73,154461,130453,0.57,2146,0,0,44,44,0,
1965,1926,0,0,300,0.39,146949.46,553.1,983.11,-0.52,-168.44,154461,130453,0.57,2146,0,0,44,44,0,
1967,1926,0,0,300,0.39,146966.25,600.26,980.04,-0.51,-168.15,154461,130453,0.57,2146,0,0,44,44,0,
1969,1926,0,0,300,0.39,146982.73,544.5,976.98,-0.51,-167.85,154461,130453,0.57,2146,0,0,44,44,0,
1971,1926,0,0,300,0.39,146998.9,568.94,973.92,-0.51,-167.56,154461,130453,0.57,2146,0,0,44,44,0,
1973,1926,0,0,300,0.39,147014.62,667.35,970.88,-0.51,-167.27,154461,130453,0.57,2146,0,0,44,44,0,
1975,1926,0,0,300,0.39,147029.88,653.74,967.88,-0.5,-166.98,154461,130453,0.57,2146,0,0,44,44,0,
1977,1927,0,0,300,0.39,147044.69,647.8,964.91,-0.5,-166.7,154461,130453,0.57,2146,0,0,44,44,0,
1979,1927,0,0,300,0.39,147059.07,704.99,961.96,-0.5,-166.42,154461,130453,0.57,2146,0,0,44,44,0,
1981,1927,0,0,300,0.39,147073.02,706.02,959.05,-0.5,-166.14,154461,130453,0.57,2147,0,0,44,44,0,
1983,1927,0,0,300,0.39,147086.54,723.43,956.17,-0.49,-165.87,154461,130453,0.57,2147,0,0,44,44,0,
1985,1927,0,0,300,0.39,147099.66,787.3,953.32,-0.49,-165.59,154461,130453,0.57,2147,0,0,44,44,0,
1987,1927,0,0,300,0.39,147112.37,813.75,950.5,-0.49,-165.32,154461,130453,0.57,2147,0,0,44,44,0,
1989,1927,0,0,300,0.39,147124.68,760.94,947.71,-0.49,-165.06,154461,130453,0.57,2147,0,0,44,44,0,
1990,1927,0,0,300,0.39,147136.61,705.86,944.95,-0.48,-164.79,154461,130453,0.57,2147,0,0,44,44,0,
1992,1927,0,0,300,0.39,147148.16,596.88,942.22,-0.48,-164.53,154461,130453,0.57,2147,0,0,44,44,0,
1994,1927,0,0,300,0.39,147159.33,460.72,939.53,-0.48,-164.28,154461,130453,0.57,2147,0,0,44,44,0,
1996,1927,0,0,300,0.39,147170.14,456.34,936.86,-0.48,-164.02,154461,130453,0.57,2147,0,0,44,44,0,
1998,1927,0,0,300,0.39,147180.6,499.31,934.22,-0.48,-163.77,154461,130453,0.57,2147,0,0,44,44,0,
1999,1927,0,0,300,0.39,147190.71,443.51,931.62,-0.47,-163.52,154461,130453,0.57,2147,0,0,44,44,0,
2001,1927,0,0,300,0.39,147200.47,434.82,929.04,-0.47,-163.28,154461,130453,0.57,2147,0,0,44,44,0,
2003,1927,0,0,300,0.39,147209.91,457.73,926.5,-0.47,-163.03,154461,130453,0.57,2147,0,0,44,44,0,
2004,1927,0,0,300,0.39,147219.02,509.47,923.98,-0.47,-162.79,154461,130453,0.57,2147,0,0,44,44,0,
2006,1927,0,0,300,0.39,147227.81,531.04,921.5,-0.46,-162.56,154461,130453,0.57,2147,0,0,44,44,0,
2008,1927,0,0,300,0.39,147236.29,580.61,919.04,-0.46,-162.32,154461,130453,0.57,2147,0,0,44,44,0,
2009,1927,0,0,300,0.39,147244.47,606.99,916.62,-0.46,-162.09,154461,130453,0.57,2147,0,0,44,44,0,
2011,1927,0,0,300,0.39,147252.35,1099.44,914.23,-0.46,-161.86,154461,130453,0.57,2147,0,0,44,44,0,
2012,1927,0,0,300,0.39,147259.95,1368.32,911.87,-0.46,-161.64,154461,130453,0.57,2147,0,0,44,44,0,
2014,1927,0,0,300,0.39,147267.26,1400.57,909.54,-0.45,-161.41,154461,130453,0.57,2147,0,0,44,44,0,
2015,1927,0,0,300,0.39,147274.3,1585.89,907.24,-0.45,-161.19,154461,130453,0.57,2147,0,0,44,44,0,
2017,1927,0,0,300,0.39,147281.07,1603.61,904.97,-0.45,-160.98,154461,130453,0.57,2147,0,0,44,44,0,
2018,1928,0,0,300,0.39,147287.58,1928.6,902.73,-0.45,-160.76,154461,130453,0.57,2147,0,0,44,44,0,
2020,1928,0,0,300,0.39,147293.84,1772.5,900.52,-0.45,-160.55,154461,130453,0.57,2147,0,0,44,44,0,
2021,1928,0,0,300,0.39,147298.02,1328.33,899.01,-0.44,-160.41,154461,130453,0.57,2147,0,0,44,44,0,
2022,1928,0,0,300,0.39,147302.06,1387.17,897.53,-0.44,-160.27,154461,130453,0.57,2147,0,0,44,44,0,
2024,1928,0,0,300,0.39,147309.72,1580.64,894.63,-0.44,-159.99,154461,130453,0.57,2147,0,0,44,44,0,
2025,1928,0,0,300,0.39,147313.36,1294.8,893.22,-0.44,-159.85,154461,130453,0.57,2148,0,0,44,44,0,
2026,1928,0,0,300,0.39,147316.86,1369.74,891.83,-0.44,-159.72,154461,130453,0.57,2148,0,0,44,44,0,
2027,1928,0,0,300,0.39,147320.24,1301.5,890.47,-0.44,-159.59,154461,130453,0.57,2148,0,0,44,44,0,
2028,1928,0,0,300,0.39,147323.5,1405.8,889.13,-0.43,-159.46,154461,130453,0.57,2148,0,0,44,44,0,
2029,1928,0,0,300,0.39,147326.64,1590.65,887.82,-0.43,-159.34,154461,130453,0.57,2148,0,0,44,44,0,
2030,1928,0,0,300,0.39,147329.66,1638.54,886.53,-0.43,-159.22,154461,130453,0.57,2148,0,0,44,44,0,
2031,1928,0,0,300,0.39,147335.38,1553.45,884.03,-0.43,-158.98,154461,130453,0.57,2148,0,0,44,44,0,
2032,1928,0,0,300,0.39,147338.08,1391.42,882.81,-0.43,-158.86,154461,130453,0.57,2148,0,0,44,44,0,
2033,1928,0,0,300,0.39,147340.68,1474.37,881.62,-0.43,-158.75,154461,130453,0.57,2148,0,0,44,44,0,
2034,1928,0,0,300,0.39,147345.57,1109.16,879.31,-0.43,-158.53,154461,130453,0.57,2148,0,0,44,44,0,
2035,1928,0,0,300,0.39,147347.88,918.22,878.19,-0.42,-158.42,154461,130453,0.57,2148,0,0,44,44,0,
2037,1928,0,0,300,0.39,147352.21,992.08,876.03,-0.42,-158.21,154461,130453,0.57,2148,0,0,44,44,0,
2038,1928,0,0,300,0.39,147356.21,1138.98,873.97,-0.42,-158.02,154461,130453,0.57,2148,0,0,44,44,0,
2039,1928,0,0,300,0.39,147358.08,1060.4,872.98,-0.42,-157.92,154461,130453,0.57,2148,0,0,44,44,0,
2040,1928,0,0,300,0.39,147361.6,1151.31,871.06,-0.42,-157.74,154461,130453,0.57,2148,0,0,44,44,0,
2041,1928,0,0,300,0.39,147364.82,1152.09,869.24,-0.42,-157.57,154461,130453,0.57,2148,0,0,44,44,0,
2042,1928,0,0,300,0.39,147366.33,1116.02,868.37,-0.42,-157.48,154461,130453,0.57,2148,0,0,44,44,0,
2043,1928,0,0,300,0.39,147369.14,1019.89,866.7,-0.41,-157.32,154461,130453,0.57,2148,0,0,44,44,0,
2044,1928,0,0,300,0.39,147371.71,995.67,865.13,-0.41,-157.17,154461,130453,0.57,2148,0,0,44,44,0,
2045,1928,0,0,300,0.39,147375.11,1104.35,862.96,-0.41,-156.96,154461,130453,0.57,2148,0,0,44,44,0,
2046,1928,0,0,300,0.39,147376.14,1156.04,862.28,-0.41,-156.9,154461,130453,0.57,2148,0,0,44,44,0,
2047,1928,0,0,300,0.39,147378.04,1135.41,861,-0.41,-156.78,154461,130453,0.57,2148,0,0,44,44,0,
2048,1929,0,0,300,0.39,147380.52,1135.65,859.27,-0.41,-156.61,154461,130453,0.57,2148,0,0,44,44,0,
2049,1929,0,0,300,0.39,147381.95,1133.82,858.24,-0.41,-156.51,154461,130453,0.57,2148,0,0,44,44,0,
2050,1929,0,0,300,0.39,147384.33,909.35,856.47,-0.4,-156.35,154461,130453,0.57,2148,0,0,44,44,0,
2051,1929,0,0,300,0.39,147386.1,842.94,855.1,-0.4,-156.21,154461,130453,0.57,2148,0,0,44,44,0,
2052,1929,0,0,300,0.39,147388,755.99,853.56,-0.4,-156.07,154461,130453,0.57,2148,0,0,44,44,0,
2053,1929,0,0,300,0.39,147389.82,652.93,852.03,-0.4,-155.92,154461,130453,0.57,2148,0,0,44,44,0,
2054,1929,0,0,300,0.39,147391.56,645.85,850.49,-0.4,-155.77,154461,130453,0.57,2148,0,0,44,44,0,
2055,1929,0,0,300,0.39,147393.23,724.34,848.96,-0.4,-155.63,154461,130453,0.57,2148,0,0,44,44,0,
2056,1929,0,0,300,0.39,147394.81,789.91,847.42,-0.39,-155.48,154461,130453,0.57,2149,0,0,44,44,0,
2057,1929,0,0,300,0.39,147396.32,890.02,845.88,-0.39,-155.33,154461,130453,0.57,2149,0,0,44,44,0,
2058,1929,0,0,300,0.39,147397.74,805.33,844.35,-0.39,-155.19,154461,130453,0.57,2149,0,0,44,44,0,
2059,1929,0,0,300,0.39,147399.08,870.57,842.81,-0.39,-155.04,154461,130453,0.57,2149,0,0,44,44,0,
2060,1929,0,0,300,0.39,147400.35,758.86,841.28,-0.39,-154.89,154461,130453,0.57,2149,0,0,44,44,0,
2061,1929,0,0,300,0.39,147401.48,634.39,839.81,-0.39,-154.75,154461,130453,0.57,2149,0,0,44,44,0,
2062,1929,0,0,300,0.39,147402.5,625.73,838.41,-0.39,-154.62,154461,130453,0.57,2149,0,0,44,44,0,
2063,1929,0,0,300,0.39,147403.56,661.07,836.83,-0.38,-154.47,154461,130453,0.57,2149,0,0,44,44,0,
2064,1929,0,0,300,0.39,147404.47,677.26,835.37,-0.38,-154.33,154461,130453,0.57,2149,0,0,44,44,0,
2065,1929,0,0,300,0.39,147405.33,761.59,833.86,-0.38,-154.19,154461,130453,0.57,2149,0,0,44,44,0,
2066,1929,0,0,300,0.39,147406.05,731.72,832.48,-0.38,-154.05,154461,130453,0.57,2149,0,0,44,44,0,
2067,1929,0,0,300,0.39,147406.77,779.97,830.97,-0.38,-153.91,154461,130453,0.57,2149,0,0,44,44,0,
2068,1929,0,0,300,0.39,147407.38,908.91,829.53,-0.38,-153.77,154461,130453,0.57,2149,0,0,44,44,0,
2069,1929,0,0,300,0.39,147407.94,1017.09,827.99,-0.38,-153.63,154461,130453,0.57,2149,0,0,44,44,0,
2070,1929,0,0,300,0.39,147408.43,1477.69,826.45,-0.37,-153.48,154461,130453,0.57,2149,0,0,44,44,0,
2071,1929,0,0,300,0.39,147408.84,1872.57,824.92,-0.37,-153.33,154461,130453,0.57,2149,0,0,44,44,0,
2072,1930,0,0,300,0.39,147409.18,1980.63,823.38,-0.37,-153.19,154461,130453,0.57,2149,0,0,44,44,0,
2073,1930,0,0,300,0.39,147409.44,2193.37,821.84,-0.37,-153.04,154461,130453,0.57,2149,0,0,44,44,0,
2074,1930,0,0,300,0.39,147409.62,1860.78,820.31,-0.37,-152.89,154461,130453,0.57,2149,0,0,44,44,0,
2075,1930,0,0,300,0.39,147409.71,1096.1,818.77,-0.37,-152.75,154461,130453,0.57,2149,0,0,44,44,0,
2076,1930,0,0,300,0.39,147409.2,1035.52,817.23,-0.36,-152.6,154461,130453,0.57,2149,0,0,44,44,0,
2077,1930,0,0,300,0.39,147407.81,865.74,815.67,-0.36,-152.45,154461,130453,0.57,2149,1490555.75,3945.4,44,44,0,
2078,1930,0,0,300,0.39,147406.12,987.15,814.13,-0.36,-152.3,154461,130453,0.57,2149,1490679.5,3945.76,44,44,0,
2079,1930,0,0,300,0.39,147404.39,1178.55,812.62,-0.36,-152.16,154461,130453,0.57,2149,1490800.5,3946.15,44,44,0,
2080,1930,0,0,300,0.39,147402.54,1242.76,811.09,-0.36,-152.01,154461,130453,0.57,2149,1490924,3946.52,44,44,0,
2081,1930,0,0,300,0.39,147400.52,1414.84,809.55,-0.36,-151.86,154461,130453,0.57,2150,1491047.25,3946.87,44,44,0,
2082,1930,0,0,300,0.39,147398.29,2116.44,807.98,-0.35,-151.71,154461,130453,0.57,2150,1491172.88,3947.21,44,44,0,
2083,1930,0,0,300,0.39,147395.97,2218.39,806.47,-0.35,-151.57,154461,130453,0.57,2150,1491293.38,3947.54,44,44,0,
2084,1930,0,0,300,0.39,147393.52,2650.65,804.94,-0.35,-151.42,154461,130453,0.57,2150,1491416.25,3947.93,44,44,0,
2085,1930,0,0,300,0.39,147391.06,2485.14,803.4,-0.35,-151.28,154461,130453,0.57,2150,1491538.88,3948.32,44,44,0,
2086,1930,0,0,300,0.39,147388.53,2210.81,801.83,-0.35,-151.13,154461,130453,0.57,2150,1491663.88,3948.71,44,44,0,
2087,1930,0,0,300,0.39,147386.13,1998.85,800.32,-0.35,-150.98,154461,130453,0.57,2150,1491783.75,3949.09,44,44,0,
2088,1930,0,0,300,0.39,147383.75,1754.93,798.79,-0.34,-150.84,154461,130453,0.57,2150,1491906.12,3949.49,44,44,0,
2089,1930,0,0,300,0.39,147381.08,1582.78,797.25,-0.34,-150.69,154461,130453,0.57,2150,1492028.12,3949.89,44,44,0,
2090,1930,0,0,300,0.39,147378.64,1507.7,795.71,-0.34,-150.54,154461,130453,0.56,2150,1492150.12,3950.28,44,44,0,
