,Высота,Скорость,Ускорение по x,Ускорение по y
83,75398.99049955313,1303.9789131109496,-4.194982775260672,-6.459706999429571
84,76693.220820162,1297.5979623277883,-4.509889647982605,-6.207330574803362
85,77981.37747177383,1291.4911731903103,-4.8101231651782905,-5.940007419262051
86,79263.73483936823,1285.6766467234347,-5.0949908631881975,-5.658560615597204
87,80540.58100434222,1280.1716577654915,-5.363844625223209,-5.363844625223208
88,81812.21687548891,1274.9925669011027,-5.616082092711855,-5.05674302938643
89,83078.95529201899,1270.154733764882,-5.851147972313301,-4.7381662038406525
90,84341.12010098173,1265.6724327056984,-6.068535234876367,-4.409048930836683
91,85599.04521150277,1261.5587718451889,-6.2677862026677325,-4.070347952551016
92,86853.07362831236,1257.8256165878986,-6.448493521261314,-3.7230394703677767
93,88103.5564670894,1254.4835186413086,-6.610301012577466,-3.368116594727011
94,89350.85195419379,1251.5416515800043,-6.752904405687015,-3.006586750558251
95,90595.32441340109,1249.007753938274,-6.876051942152294,-2.6394690436276873
96,91837.34324228986,1246.8880807391608,-6.9795448528668365,-2.2677915934374373
97,93077.2818809626,1245.1873642663452,-7.063237703577464,-1.892588838622639
98,94315.51677580549,1243.9087847600051,-7.127038606528197,-1.514898821093139
99,95552.4263410101,1243.0539515719904,-7.17090929595425,-1.1357604554577285
100,96788.3899205917,1242.6228951531186,-7.194865065476461,-0.7562107905466345
101,98023.78675364297,1242.6140700708606,-7.19897456580105,-0.37728227010872883
102,99258.9949455592,1243.0243690744298,-7.183359461515541,-0.0
103,100494.20313747543,1243.8491480419432,-7.158003741542028,-0.0
104,101729.41132939166,1244.7117094212254,-7.132782035402871,-0.0
105,102964.61952130789,1245.611554880082,-7.107693400346021,-0.0
106,104199.82771322412,1246.548188626585,-7.08273690189489,-0.0
107,105435.03590514035,1247.5211174944814,-7.057911613761328,-0.0
108,106670.24409705658,1248.5298510257987,-7.033216617759681,-0.0
109,107905.45228897281,1249.5739015506408,-7.008651003721882,-0.0
110,109140.66048088904,1250.6527842641635,-6.984213869413587,-0.0
111,110375.86867280527,1251.7660173007343,-6.959904320451333,-0.0
112,111611.0768647215,1252.9131218052735,-6.935721470220708,-0.0
113,112846.28505663773,1254.0936220017882,-6.911664439795494,-0.0
114,114081.49324855396,1255.3070452591023,-6.8877323578578205,-0.0
115,115316.70144047019,1256.5529221538031,-6.863924360619257,-0.0
116,116551.90963238642,1257.830786530413,-6.840239591742876,-0.0
117,117787.11782430265,1259.140175558812,-6.816677202266246,-0.0
118,119022.32601621888,1260.4806297889286,-6.793236350525354,-0.0
119,120257.53420813511,1261.8516932027264,-6.7699162020794414,-0.0
120,121492.74240005134,1263.2529132635143,-6.74671592963675,-0.0
121,122727.95059196757,1264.6838409626062,-6.723634712981138,-0.0
122,123963.1587838838,1266.1440308633698,-6.700671738899596,-0.0
123,125198.36697580003,1267.6330411426904,-6.67782620111061,-0.0
124,126433.57516771626,1269.150433629893,-6.655097300193384,-0.0
125,127668.78335963249,1270.6957738431565,-6.632484243517911,-0.0
126,128903.99155154872,1272.2686310234637,-6.609986245175864,-0.0
127,130139.19974346495,1273.8685781661231,-6.587602525912307,-0.0
128,131374.40793538117,1275.4951920499138,-6.565332313058225,-0.0
129,132609.6161272974,1277.1480532638886,-6.543174840463835,-0.0
130,133844.82431921363,1278.8267462318884,-6.521129348432699,-0.0
131,135080.03251112986,1280.530859234809,-6.499195083656601,-0.0
132,136315.2407030461,1282.2599844306724,-6.477371299151194,-0.0
133,137550.44889496232,1284.0137178725477,-6.455657254192399,-0.0
134,138785.65708687855,1285.7916595243705,-6.434052214253563,-0.0
135,140020.86527879478,1287.5934132747147,-6.412555450943323,-0.0
136,141256.073470711,1289.4185869485605,-6.3911662419442274,-0.0
137,142491.28166262724,1291.2667923171146,-6.369883870952053,-0.0
138,143726.48985454347,1293.137645105732,-6.348707627615834,-0.0
139,144961.6980464597,1295.030764999988,-6.327636807478582,-0.0
140,146196.90623837593,1296.9457756499546,-6.306670711918708,-0.0
141,147432.11443029216,1298.8823046727332,-6.285808648092105,-0.0
142,148667.3226222084,1300.8399836532894,-6.265049928874914,-0.0
143,149902.53081412462,1302.8184481436501,-6.244393872806937,-0.0
144,151137.73900604085,1304.8173376605032,-6.22383980403572,-0.0
